"date","open","high","low","close","adjClose","volume","unadjustedVolume","change","changePercent","vwap","label","changeOverTime"
"2016-01-11","98.97","99.06","97.34","98.53","92.35","49739400","49739400","0.44","0.445","98.31","January 11, 16","0.00445"
"2016-01-12","100.55","100.69","98.84","99.96","93.69","49154200","49154200","0.59","0.587","99.83","January 12, 16","0.00587"
"2016-01-13","100.32","101.19","97.3","97.39","91.28","62439600","62439600","2.93","2.921","98.62667","January 13, 16","0.02921"
"2016-01-14","97.96","100.48","95.74","99.52","93.28","63170100","63170100","-1.56","-1.592","98.58","January 14, 16","-0.01592"
"2016-01-15","96.2","97.71","95.36","97.13","91.04","79833900","79833900","-0.93","-0.967","96.73333","January 15, 16","-0.00967"
"2016-01-19","98.41","98.65","95.5","96.66","90.6","53087700","53087700","1.75","1.778","96.93667","January 19, 16","0.01778"
"2016-01-20","95.1","98.19","93.42","96.79","90.72","72334400","72334400","-1.69","-1.777","96.13333","January 20, 16","-0.01777"
"2016-01-21","97.06","97.88","94.94","96.3","90.26","52161500","52161500","0.76","0.783","96.37333","January 21, 16","0.00783"
"2016-01-22","98.63","101.46","98.37","101.42","95.06","65800500","65800500","-2.79","-2.829","100.41667","January 22, 16","-0.02829"
"2016-01-25","101.52","101.53","99.21","99.44","93.2","51794500","51794500","2.08","2.049","100.06","January 25, 16","0.02049"
"2016-01-26","99.93","100.88","98.07","99.99","93.72","75077000","75077000","-0.06","-0.06","99.64667","January 26, 16","-0.0006"
"2016-01-27","96.04","96.63","93.34","93.42","87.56","133369700","133369700","2.62","2.728","94.46333","January 27, 16","0.02728"
"2016-01-28","93.79","94.52","92.39","94.09","88.19","55678800","55678800","-0.3","-0.32","93.66667","January 28, 16","-0.0032"
"2016-01-29","94.79","97.34","94.35","97.34","91.23","64416500","64416500","-2.55","-2.69","96.34333","January 29, 16","-0.0269"
"2016-02-01","96.47","96.71","95.4","96.43","90.38","40943500","40943500","0.04","0.041","96.18","February 01, 16","0.00041"
"2016-02-02","95.42","96.04","94.28","94.48","88.55","37357200","37357200","0.94","0.985","94.93333","February 02, 16","0.00985"
"2016-02-03","95.0","96.84","94.08","96.35","90.31","45964300","45964300","-1.35","-1.421","95.75667","February 03, 16","-0.01421"
"2016-02-04","95.86","97.33","95.19","96.6","91.03","46471700","46471700","-0.74","-0.772","96.37333","February 04, 16","-0.00772"
"2016-02-05","96.52","96.92","93.69","94.02","88.6","46418100","46418100","2.5","2.59","94.87667","February 05, 16","0.0259"
"2016-02-08","93.13","95.7","93.04","95.01","89.53","54021400","54021400","-1.88","-2.019","94.58333","February 08, 16","-0.02019"
"2016-02-09","94.29","95.94","93.93","94.99","89.52","44331200","44331200","-0.7","-0.742","94.95333","February 09, 16","-0.00742"
"2016-02-10","95.92","96.35","94.1","94.27","88.84","42343600","42343600","1.65","1.72","94.90667","February 10, 16","0.0172"
"2016-02-11","93.79","94.72","92.59","93.7","88.3","50074700","50074700","0.09","0.096","93.67","February 11, 16","0.00096"
"2016-02-12","94.19","94.5","93.01","93.99","88.57","40351400","40351400","0.2","0.212","93.83333","February 12, 16","0.00212"
"2016-02-16","95.02","96.85","94.61","96.64","91.07","49057900","49057900","-1.62","-1.705","96.03333","February 16, 16","-0.01705"
"2016-02-17","96.67","98.21","96.15","98.12","92.46","44863200","44863200","-1.45","-1.5","97.49333","February 17, 16","-0.015"
"2016-02-18","98.84","98.89","96.09","96.26","90.71","39021000","39021000","2.58","2.61","97.08","February 18, 16","0.0261"
"2016-02-19","96.0","96.76","95.8","96.04","90.5","35374200","35374200","-0.04","-0.042","96.2","February 19, 16","-0.00042"
"2016-02-22","96.31","96.9","95.92","96.88","91.3","34280800","34280800","-0.57","-0.592","96.56667","February 22, 16","-0.00592"
"2016-02-23","96.4","96.5","94.55","94.69","89.23","31942600","31942600","1.71","1.774","95.24667","February 23, 16","0.01774"
"2016-02-24","93.98","96.38","93.32","96.1","90.56","36255700","36255700","-2.12","-2.256","95.26667","February 24, 16","-0.02256"
"2016-02-25","96.05","96.76","95.25","96.76","91.18","27582700","27582700","-0.71","-0.739","96.25667","February 25, 16","-0.00739"
"2016-02-26","97.2","98.02","96.58","96.91","91.32","28991100","28991100","0.29","0.298","97.17","February 26, 16","0.00298"
"2016-02-29","96.86","98.23","96.65","96.69","91.12","35216300","35216300","0.17","0.176","97.19","February 29, 16","0.00176"
"2016-03-01","97.65","100.77","97.42","100.53","94.74","50407100","50407100","-2.88","-2.949","99.57333","March 01, 16","-0.02949"
"2016-03-02","100.51","100.89","99.64","100.75","94.94","33169600","33169600","-0.24","-0.239","100.42667","March 02, 16","-0.00239"
"2016-03-03","100.58","101.71","100.45","101.5","95.65","36955700","36955700","-0.92","-0.915","101.22","March 03, 16","-0.00915"
"2016-03-04","102.37","103.75","101.37","103.01","97.07","46055100","46055100","-0.64","-0.625","102.71","March 04, 16","-0.00625"
"2016-03-07","102.39","102.83","100.96","101.87","96.0","35828900","35828900","0.52","0.508","101.88667","March 07, 16","0.00508"
"2016-03-08","100.78","101.76","100.4","101.03","95.21","31561900","31561900","-0.25","-0.248","101.06333","March 08, 16","-0.00248"
"2016-03-09","101.31","101.58","100.27","101.12","95.29","27201700","27201700","0.19","0.188","100.99","March 09, 16","0.00188"
"2016-03-10","101.41","102.24","100.15","101.17","95.34","33513600","33513600","0.24","0.237","101.18667","March 10, 16","0.00237"
"2016-03-11","102.24","102.28","101.5","102.26","96.37","27408200","27408200","-0.02","-0.02","102.01333","March 11, 16","-0.0002"
"2016-03-14","101.91","102.91","101.78","102.52","96.61","25076100","25076100","-0.61","-0.599","102.40333","March 14, 16","-0.00599"
"2016-03-15","103.96","105.18","103.85","104.58","98.55","40067700","40067700","-0.62","-0.596","104.53667","March 15, 16","-0.00596"
"2016-03-16","104.61","106.31","104.59","105.97","99.86","38303500","38303500","-1.36","-1.3","105.62333","March 16, 16","-0.013"
"2016-03-17","105.52","106.47","104.96","105.8","99.7","34420700","34420700","-0.28","-0.265","105.74333","March 17, 16","-0.00265"
"2016-03-18","106.34","106.5","105.19","105.92","99.82","44205200","44205200","0.42","0.395","105.87","March 18, 16","0.00395"
"2016-03-21","105.93","107.65","105.14","105.91","99.81","35502700","35502700","0.02","0.019","106.23333","March 21, 16","0.00019"
"2016-03-22","105.25","107.29","105.21","106.72","100.57","32444400","32444400","-1.47","-1.397","106.40667","March 22, 16","-0.01397"
"2016-03-23","106.48","107.07","105.9","106.13","100.01","25703500","25703500","0.35","0.329","106.36667","March 23, 16","0.00329"
"2016-03-24","105.47","106.25","104.89","105.67","99.58","26133000","26133000","-0.2","-0.19","105.60333","March 24, 16","-0.0019"
"2016-03-28","106.0","106.19","105.06","105.19","99.13","19411400","19411400","0.81","0.764","105.48","March 28, 16","0.00764"
"2016-03-29","104.89","107.79","104.88","107.68","101.47","31190100","31190100","-2.79","-2.66","106.78333","March 29, 16","-0.0266"
"2016-03-30","108.65","110.42","108.6","109.56","103.25","45601100","45601100","-0.91","-0.838","109.52667","March 30, 16","-0.00838"
"2016-03-31","109.72","109.9","108.88","108.99","102.71","25888400","25888400","0.73","0.665","109.25667","March 31, 16","0.00665"
"2016-04-01","108.78","110.0","108.2","109.99","103.65","25874000","25874000","-1.21","-1.112","109.39667","April 01, 16","-0.01112"
"2016-04-04","110.42","112.19","110.27","111.12","104.72","37356200","37356200","-0.7","-0.634","111.19333","April 04, 16","-0.00634"
"2016-04-05","109.51","110.73","109.42","109.81","103.48","26578700","26578700","-0.3","-0.274","109.98667","April 05, 16","-0.00274"
"2016-04-06","110.23","110.98","109.2","110.96","104.56","26404100","26404100","-0.73","-0.662","110.38","April 06, 16","-0.00662"
"2016-04-07","109.95","110.42","108.12","108.54","102.28","31801900","31801900","1.41","1.282","109.02667","April 07, 16","0.01282"
"2016-04-08","108.91","109.77","108.17","108.66","102.4","23581700","23581700","0.25","0.23","108.86667","April 08, 16","0.0023"
"2016-04-11","108.97","110.61","108.83","109.02","102.74","29407500","29407500","-0.05","-0.046","109.48667","April 11, 16","-0.00046"
"2016-04-12","109.34","110.5","108.66","110.44","104.07","27232300","27232300","-1.1","-1.006","109.86667","April 12, 16","-0.01006"
"2016-04-13","110.8","112.34","110.8","112.04","105.58","33257300","33257300","-1.24","-1.119","111.72667","April 13, 16","-0.01119"
"2016-04-14","111.62","112.39","111.33","112.1","105.64","25473900","25473900","-0.48","-0.43","111.94","April 14, 16","-0.0043"
"2016-04-15","112.11","112.3","109.73","109.85","103.52","46939000","46939000","2.26","2.016","110.62667","April 15, 16","0.02016"
"2016-04-18","108.89","108.95","106.94","107.48","101.29","60821500","60821500","1.41","1.295","107.79","April 18, 16","0.01295"
"2016-04-19","107.88","108.0","106.23","106.91","100.75","32384900","32384900","0.97","0.899","107.04667","April 19, 16","0.00899"
"2016-04-20","106.64","108.09","106.06","107.13","100.96","30611000","30611000","-0.49","-0.459","107.09333","April 20, 16","-0.00459"
"2016-04-21","106.93","106.93","105.52","105.97","99.86","31552500","31552500","0.96","0.898","106.14","April 21, 16","0.00898"
"2016-04-22","105.01","106.48","104.62","105.68","99.59","33683100","33683100","-0.67","-0.638","105.59333","April 22, 16","-0.00638"
"2016-04-25","105.0","105.65","104.51","105.08","99.02","28031600","28031600","-0.08","-0.076","105.08","April 25, 16","-0.00076"
"2016-04-26","103.91","105.3","103.91","104.35","98.34","56016200","56016200","-0.44","-0.423","104.52","April 26, 16","-0.00423"
"2016-04-27","96.0","98.71","95.68","97.82","92.18","114602100","114602100","-1.82","-1.896","97.40333","April 27, 16","-0.01896"
"2016-04-28","97.61","97.88","94.25","94.83","89.36","82242700","82242700","2.78","2.848","95.65333","April 28, 16","0.02848"
"2016-04-29","93.99","94.72","92.51","93.74","88.34","68531500","68531500","0.25","0.266","93.65667","April 29, 16","0.00266"
"2016-05-02","93.97","94.08","92.4","93.64","88.24","48160100","48160100","0.33","0.351","93.37333","May 02, 16","0.00351"
"2016-05-03","94.2","95.74","93.68","95.18","89.69","56831300","56831300","-0.98","-1.04","94.86667","May 03, 16","-0.0104"
"2016-05-04","95.2","95.9","93.82","94.19","88.76","41025500","41025500","1.01","1.061","94.63667","May 04, 16","0.01061"
"2016-05-05","94.0","94.07","92.68","93.24","88.4","35890500","35890500","0.76","0.809","93.33","May 05, 16","0.00809"
"2016-05-06","93.37","93.45","91.85","92.72","87.91","43699900","43699900","0.65","0.696","92.67333","May 06, 16","0.00696"
"2016-05-09","93.0","93.77","92.59","92.79","87.97","32936400","32936400","0.21","0.226","93.05","May 09, 16","0.00226"
"2016-05-10","93.33","93.57","92.11","93.42","88.57","33686800","33686800","-0.09","-0.096","93.03333","May 10, 16","-0.00096"
"2016-05-11","93.48","93.57","92.46","92.51","87.71","28719100","28719100","0.97","1.038","92.84667","May 11, 16","0.01038"
"2016-05-12","92.72","92.78","89.47","90.34","85.65","76314700","76314700","2.38","2.567","90.86333","May 12, 16","0.02567"
"2016-05-13","90.0","91.67","90.0","90.52","85.82","44392800","44392800","-0.52","-0.578","90.73","May 13, 16","-0.00578"
"2016-05-16","92.39","94.39","91.65","93.88","89.01","61259800","61259800","-1.49","-1.613","93.30667","May 16, 16","-0.01613"
"2016-05-17","94.55","94.7","93.01","93.49","88.64","46916900","46916900","1.06","1.121","93.73333","May 17, 16","0.01121"
"2016-05-18","94.16","95.21","93.89","94.56","89.65","42062400","42062400","-0.4","-0.425","94.55333","May 18, 16","-0.00425"
"2016-05-19","94.64","94.64","93.57","94.2","89.31","30442100","30442100","0.44","0.465","94.13667","May 19, 16","0.00465"
"2016-05-20","94.64","95.43","94.52","95.22","90.28","32026000","32026000","-0.58","-0.613","95.05667","May 20, 16","-0.00613"
"2016-05-23","95.87","97.19","95.67","96.43","91.43","38018600","38018600","-0.56","-0.584","96.43","May 23, 16","-0.00584"
"2016-05-24","97.22","98.09","96.84","97.9","92.82","35140200","35140200","-0.68","-0.699","97.61","May 24, 16","-0.00699"
"2016-05-25","98.67","99.74","98.11","99.62","94.45","38168800","38168800","-0.95","-0.963","99.15667","May 25, 16","-0.00963"
"2016-05-26","99.68","100.73","98.64","100.41","95.2","56331200","56331200","-0.73","-0.732","99.92667","May 26, 16","-0.00732"
"2016-05-27","99.44","100.47","99.25","100.35","95.14","36341200","36341200","-0.91","-0.915","100.02333","May 27, 16","-0.00915"
"2016-05-31","99.6","100.4","98.82","99.86","94.68","42307200","42307200","-0.26","-0.261","99.69333","May 31, 16","-0.00261"
"2016-06-01","99.02","99.54","98.33","98.46","93.35","29173300","29173300","0.56","0.566","98.77667","June 01, 16","0.00566"
"2016-06-02","97.6","97.84","96.63","97.72","92.65","40191600","40191600","-0.12","-0.123","97.39667","June 02, 16","-0.00123"
"2016-06-03","97.79","98.27","97.45","97.92","92.84","28504900","28504900","-0.13","-0.133","97.88","June 03, 16","-0.00133"
"2016-06-06","97.99","101.89","97.55","98.63","93.51","23292500","23292500","-0.64","-0.653","99.35667","June 06, 16","-0.00653"
"2016-06-07","99.25","99.87","98.96","99.03","93.89","22409500","22409500","0.22","0.222","99.28667","June 07, 16","0.00222"
"2016-06-08","99.02","99.56","98.68","98.94","93.81","20848100","20848100","0.08","0.081","99.06","June 08, 16","0.00081"
"2016-06-09","98.5","99.99","98.46","99.65","94.48","26601400","26601400","-1.15","-1.168","99.36667","June 09, 16","-0.01168"
"2016-06-10","98.53","99.35","98.48","98.83","93.7","31712900","31712900","-0.3","-0.304","98.88667","June 10, 16","-0.00304"
"2016-06-13","98.69","99.12","97.1","97.34","92.29","38020500","38020500","1.35","1.368","97.85333","June 13, 16","0.01368"
"2016-06-14","97.32","98.48","96.75","97.46","92.4","31931900","31931900","-0.14","-0.144","97.56333","June 14, 16","-0.00144"
"2016-06-15","97.82","98.41","97.03","97.14","92.1","29445200","29445200","0.68","0.695","97.52667","June 15, 16","0.00695"
"2016-06-16","96.45","97.75","96.07","97.55","92.49","31326800","31326800","-1.1","-1.14","97.12333","June 16, 16","-0.0114"
"2016-06-17","96.62","96.65","95.3","95.33","90.38","61008200","61008200","1.29","1.335","95.76","June 17, 16","0.01335"
"2016-06-20","96.0","96.57","95.03","95.1","90.16","34411900","34411900","0.9","0.938","95.56667","June 20, 16","0.00938"
"2016-06-21","94.94","96.35","94.68","95.91","90.93","35546400","35546400","-0.97","-1.022","95.64667","June 21, 16","-0.01022"
"2016-06-22","96.25","96.89","95.35","95.55","90.59","29219100","29219100","0.7","0.727","95.93","June 22, 16","0.00727"
"2016-06-23","95.94","96.29","95.25","96.1","91.11","32240200","32240200","-0.16","-0.167","95.88","June 23, 16","-0.00167"
"2016-06-24","92.91","94.66","92.65","93.4","88.55","75311400","75311400","-0.49","-0.527","93.57","June 24, 16","-0.00527"
"2016-06-27","93.0","93.05","91.5","92.04","87.26","45489600","45489600","0.96","1.032","92.19667","June 27, 16","0.01032"
"2016-06-28","92.9","93.66","92.14","93.59","88.73","40444900","40444900","-0.69","-0.743","93.13","June 28, 16","-0.00743"
"2016-06-29","93.97","94.55","93.63","94.4","89.5","36531000","36531000","-0.43","-0.458","94.19333","June 29, 16","-0.00458"
"2016-06-30","94.44","95.77","94.3","95.6","90.64","35836400","35836400","-1.16","-1.228","95.22333","June 30, 16","-0.01228"
"2016-07-01","95.49","96.47","95.33","95.89","90.91","26026500","26026500","-0.4","-0.419","95.89667","July 01, 16","-0.00419"
"2016-07-05","95.39","95.4","94.46","94.99","90.06","27705200","27705200","0.4","0.419","94.95","July 05, 16","0.00419"
"2016-07-06","94.6","95.66","94.37","95.53","90.57","30949100","30949100","-0.93","-0.983","95.18667","July 06, 16","-0.00983"
"2016-07-07","95.7","96.5","95.62","95.94","90.96","25139600","25139600","-0.24","-0.251","96.02","July 07, 16","-0.00251"
"2016-07-08","96.49","96.89","96.05","96.68","91.66","28912100","28912100","-0.19","-0.197","96.54","July 08, 16","-0.00197"
"2016-07-11","96.75","97.65","96.73","96.98","91.95","23794900","23794900","-0.23","-0.238","97.12","July 11, 16","-0.00238"
"2016-07-12","97.17","97.7","97.12","97.42","92.36","24167500","24167500","-0.25","-0.257","97.41333","July 12, 16","-0.00257"
"2016-07-13","97.41","97.67","96.84","96.87","91.84","25892200","25892200","0.54","0.554","97.12667","July 13, 16","0.00554"
"2016-07-14","97.39","98.99","97.32","98.79","93.66","38919000","38919000","-1.4","-1.438","98.36667","July 14, 16","-0.01438"
"2016-07-15","98.92","99.3","98.5","98.78","93.65","30137000","30137000","0.14","0.142","98.86","July 15, 16","0.00142"
"2016-07-18","98.7","100.13","98.6","99.83","94.65","36493900","36493900","-1.13","-1.145","99.52","July 18, 16","-0.01145"
"2016-07-19","99.56","100.0","99.34","99.87","94.69","23779900","23779900","-0.31","-0.311","99.73667","July 19, 16","-0.00311"
"2016-07-20","100.0","100.46","99.74","99.96","94.77","26276000","26276000","0.04","0.04","100.05333","July 20, 16","0.0004"
"2016-07-21","99.83","101.0","99.13","99.43","94.27","32702000","32702000","0.4","0.401","99.85333","July 21, 16","0.00401"
"2016-07-22","99.26","99.3","98.31","98.66","93.54","28313700","28313700","0.6","0.604","98.75667","July 22, 16","0.00604"
"2016-07-25","98.25","98.84","96.92","97.34","92.29","40382900","40382900","0.91","0.926","97.7","July 25, 16","0.00926"
"2016-07-26","96.82","97.97","96.42","96.67","91.65","56239800","56239800","0.15","0.155","97.02","July 26, 16","0.00155"
"2016-07-27","104.27","104.35","102.75","102.95","97.61","92344800","92344800","1.32","1.266","103.35","July 27, 16","0.01266"
"2016-07-28","102.83","104.45","102.82","104.34","98.92","39869800","39869800","-1.51","-1.468","103.87","July 28, 16","-0.01468"
"2016-07-29","104.19","104.55","103.68","104.21","98.8","27733700","27733700","-0.02","-0.019","104.14667","July 29, 16","-0.00019"
"2016-08-01","104.41","106.15","104.41","106.05","100.55","38167900","38167900","-1.64","-1.571","105.53667","August 01, 16","-0.01571"
"2016-08-02","106.05","106.07","104.0","104.48","99.06","33816600","33816600","1.57","1.48","104.85","August 02, 16","0.0148"
"2016-08-03","104.81","105.84","104.77","105.79","100.3","30202600","30202600","-0.98","-0.935","105.46667","August 03, 16","-0.00935"
"2016-08-04","105.58","106.0","105.28","105.87","100.92","27408700","27408700","-0.29","-0.275","105.71667","August 04, 16","-0.00275"
"2016-08-05","106.27","107.65","106.18","107.48","102.45","40553400","40553400","-1.21","-1.139","107.10333","August 05, 16","-0.01139"
"2016-08-08","107.52","108.37","107.16","108.37","103.3","28037200","28037200","-0.85","-0.791","107.96667","August 08, 16","-0.00791"
"2016-08-09","108.23","108.94","108.01","108.81","103.72","26315200","26315200","-0.58","-0.536","108.58667","August 09, 16","-0.00536"
"2016-08-10","108.71","108.9","107.76","108.0","102.95","24008500","24008500","0.71","0.653","108.22","August 10, 16","0.00653"
"2016-08-11","108.52","108.93","107.85","107.93","102.88","27484500","27484500","0.59","0.544","108.23667","August 11, 16","0.00544"
"2016-08-12","107.78","108.44","107.78","108.18","103.12","18660400","18660400","-0.4","-0.371","108.13333","August 12, 16","-0.00371"
"2016-08-15","108.14","109.54","108.08","109.48","104.36","25868200","25868200","-1.34","-1.239","109.03333","August 15, 16","-0.01239"
"2016-08-16","109.63","110.23","109.21","109.38","104.27","33794400","33794400","0.25","0.228","109.60667","August 16, 16","0.00228"
"2016-08-17","109.1","109.37","108.34","109.22","104.11","25356000","25356000","-0.12","-0.11","108.97667","August 17, 16","-0.0011"
"2016-08-18","109.23","109.6","109.02","109.08","103.98","21984700","21984700","0.15","0.137","109.23333","August 18, 16","0.00137"
"2016-08-19","108.77","109.69","108.36","109.36","104.25","25368100","25368100","-0.59","-0.542","109.13667","August 19, 16","-0.00542"
"2016-08-22","108.86","109.1","107.85","108.51","103.44","25820200","25820200","0.35","0.322","108.48667","August 22, 16","0.00322"
"2016-08-23","108.59","109.32","108.53","108.85","103.76","21257700","21257700","-0.26","-0.239","108.9","August 23, 16","-0.00239"
"2016-08-24","108.57","108.75","107.68","108.03","102.98","23675100","23675100","0.54","0.497","108.15333","August 24, 16","0.00497"
"2016-08-25","107.39","107.88","106.68","107.57","102.54","25086200","25086200","-0.18","-0.168","107.37667","August 25, 16","-0.00168"
"2016-08-26","107.41","107.95","106.31","106.94","101.94","27766300","27766300","0.47","0.438","107.06667","August 26, 16","0.00438"
"2016-08-29","106.62","107.44","106.29","106.82","101.82","24970300","24970300","-0.2","-0.188","106.85","August 29, 16","-0.00188"
"2016-08-30","105.8","106.5","105.5","106.0","101.04","24863900","24863900","-0.2","-0.189","106.0","August 30, 16","-0.00189"
"2016-08-31","105.66","106.57","105.64","106.1","101.14","29662400","29662400","-0.44","-0.416","106.10333","August 31, 16","-0.00416"
"2016-09-01","106.14","106.8","105.62","106.73","101.74","26701500","26701500","-0.59","-0.556","106.38333","September 01, 16","-0.00556"
"2016-09-02","107.7","108.0","106.82","107.73","102.69","26802500","26802500","-0.03","-0.028","107.51667","September 02, 16","-0.00028"
"2016-09-06","107.9","108.3","107.51","107.7","102.66","26880400","26880400","0.2","0.185","107.83667","September 06, 16","0.00185"
"2016-09-07","107.83","108.76","107.07","108.36","103.29","42364300","42364300","-0.53","-0.492","108.06333","September 07, 16","-0.00492"
"2016-09-08","107.25","107.27","105.24","105.52","100.59","53002000","53002000","1.73","1.613","106.01","September 08, 16","0.01613"
"2016-09-09","104.64","105.72","103.13","103.13","98.31","46557000","46557000","1.51","1.443","103.99333","September 09, 16","0.01443"
"2016-09-12","102.65","105.72","102.53","105.44","100.51","45292800","45292800","-2.79","-2.718","104.56333","September 12, 16","-0.02718"
"2016-09-13","107.51","108.79","107.24","107.95","102.9","62176200","62176200","-0.44","-0.409","107.99333","September 13, 16","-0.00409"
"2016-09-14","108.73","113.03","108.6","111.77","106.54","110888700","110888700","-3.04","-2.796","111.13333","September 14, 16","-0.02796"
"2016-09-15","113.86","115.73","113.49","115.57","110.17","89983600","89983600","-1.71","-1.502","114.93","September 15, 16","-0.01502"
"2016-09-16","115.12","116.13","114.04","114.92","109.55","79886900","79886900","0.2","0.174","115.03","September 16, 16","0.00174"
"2016-09-19","115.19","116.18","113.25","113.58","108.27","47023000","47023000","1.61","1.398","114.33667","September 19, 16","0.01398"
"2016-09-20","113.05","114.12","112.51","113.57","108.26","34514300","34514300","-0.52","-0.46","113.4","September 20, 16","-0.0046"
"2016-09-21","113.85","113.99","112.44","113.55","108.24","36003200","36003200","0.3","0.264","113.32667","September 21, 16","0.00264"
"2016-09-22","114.35","114.94","114.0","114.62","109.26","31074000","31074000","-0.27","-0.236","114.52","September 22, 16","-0.00236"
"2016-09-23","114.42","114.79","111.55","112.71","107.44","52481200","52481200","1.71","1.494","113.01667","September 23, 16","0.01494"
"2016-09-26","111.64","113.39","111.55","112.88","107.6","29869400","29869400","-1.24","-1.111","112.60667","September 26, 16","-0.01111"
"2016-09-27","113.0","113.18","112.34","113.09","107.8","24607400","24607400","-0.09","-0.08","112.87","September 27, 16","-0.0008"
"2016-09-28","113.69","114.64","113.43","113.95","108.62","29641100","29641100","-0.26","-0.229","114.00667","September 28, 16","-0.00229"
"2016-09-29","113.16","113.8","111.8","112.18","106.93","35887000","35887000","0.98","0.866","112.59333","September 29, 16","0.00866"
"2016-09-30","112.46","113.37","111.8","113.05","107.76","36379100","36379100","-0.59","-0.525","112.74","September 30, 16","-0.00525"
"2016-10-03","112.71","113.05","112.28","112.52","107.26","21701800","21701800","0.19","0.169","112.61667","October 03, 16","0.00169"
"2016-10-04","113.06","114.31","112.63","113.0","107.72","29736800","29736800","0.06","0.053","113.31333","October 04, 16","0.00053"
"2016-10-05","113.4","113.66","112.69","113.05","107.76","21453100","21453100","0.35","0.309","113.13333","October 05, 16","0.00309"
"2016-10-06","113.7","114.34","113.13","113.89","108.56","28779300","28779300","-0.19","-0.167","113.78667","October 06, 16","-0.00167"
"2016-10-07","114.31","114.56","113.51","114.06","108.73","24358400","24358400","0.25","0.219","114.04333","October 07, 16","0.00219"
"2016-10-10","115.02","116.75","114.72","116.05","110.62","36236000","36236000","-1.03","-0.895","115.84","October 10, 16","-0.00895"
"2016-10-11","117.7","118.69","116.2","116.3","110.86","64041000","64041000","1.4","1.189","117.06333","October 11, 16","0.01189"
"2016-10-12","117.35","117.98","116.75","117.34","111.85","37586800","37586800","0.01","0.009","117.35667","October 12, 16","9E-05"
"2016-10-13","116.79","117.44","115.72","116.98","111.51","35192400","35192400","-0.19","-0.163","116.71333","October 13, 16","-0.00163"
"2016-10-14","117.88","118.17","117.13","117.63","112.13","35652200","35652200","0.25","0.212","117.64333","October 14, 16","0.00212"
"2016-10-17","117.33","117.84","116.78","117.55","112.05","23624900","23624900","-0.22","-0.188","117.39","October 17, 16","-0.00188"
"2016-10-18","118.18","118.21","117.45","117.47","111.98","24553500","24553500","0.71","0.601","117.71","October 18, 16","0.00601"
"2016-10-19","117.25","117.76","113.8","117.12","111.64","20034600","20034600","0.13","0.111","116.22667","October 19, 16","0.00111"
"2016-10-20","116.86","117.38","116.33","117.06","111.59","24125800","24125800","-0.2","-0.171","116.92333","October 20, 16","-0.00171"
"2016-10-21","116.81","116.91","116.28","116.6","111.15","23192700","23192700","0.21","0.18","116.59667","October 21, 16","0.0018"
"2016-10-24","117.1","117.74","117.0","117.65","112.15","23538700","23538700","-0.55","-0.47","117.46333","October 24, 16","-0.0047"
"2016-10-25","117.95","118.36","117.31","118.25","112.72","48129000","48129000","-0.3","-0.254","117.97333","October 25, 16","-0.00254"
"2016-10-26","114.31","115.7","113.31","115.59","110.18","66134200","66134200","-1.28","-1.12","114.86667","October 26, 16","-0.0112"
"2016-10-27","115.39","115.86","114.1","114.48","109.13","34562000","34562000","0.91","0.789","114.81333","October 27, 16","0.00789"
"2016-10-28","113.87","115.21","113.45","113.72","108.4","37861700","37861700","0.15","0.132","114.12667","October 28, 16","0.00132"
"2016-10-31","113.65","114.23","113.2","113.54","108.23","26419400","26419400","0.11","0.097","113.65667","October 31, 16","0.00097"
"2016-11-01","113.46","113.77","110.53","111.49","106.28","43825800","43825800","1.97","1.736","111.93","November 01, 16","0.01736"
"2016-11-02","111.4","112.35","111.23","111.59","106.37","28331700","28331700","-0.19","-0.171","111.72333","November 02, 16","-0.00171"
"2016-11-03","110.98","111.46","109.55","109.83","105.23","26932600","26932600","1.15","1.036","110.28","November 03, 16","0.01036"
"2016-11-04","108.53","110.25","108.11","108.84","104.28","30837000","30837000","-0.31","-0.286","109.06667","November 04, 16","-0.00286"
"2016-11-07","110.08","110.51","109.46","110.41","105.79","32560000","32560000","-0.33","-0.3","110.12667","November 07, 16","-0.003"
"2016-11-08","110.31","111.72","109.7","111.06","106.41","24254200","24254200","-0.75","-0.68","110.82667","November 08, 16","-0.0068"
"2016-11-09","109.88","111.32","108.05","110.88","106.24","59176400","59176400","-1.0","-0.91","110.08333","November 09, 16","-0.0091"
"2016-11-10","111.09","111.09","105.83","107.79","103.28","57134500","57134500","3.3","2.971","108.23667","November 10, 16","0.02971"
"2016-11-11","107.12","108.87","106.55","108.43","103.89","34143900","34143900","-1.31","-1.223","107.95","November 11, 16","-0.01223"
"2016-11-14","107.71","107.81","104.08","105.71","101.28","51175500","51175500","2.0","1.857","105.86667","November 14, 16","0.01857"
"2016-11-15","106.57","107.68","106.16","107.11","102.63","32264500","32264500","-0.54","-0.507","106.98333","November 15, 16","-0.00507"
"2016-11-16","106.7","110.23","106.6","109.99","105.38","58840500","58840500","-3.29","-3.083","108.94","November 16, 16","-0.03083"
"2016-11-17","109.81","110.35","108.83","109.95","105.35","27632000","27632000","-0.14","-0.127","109.71","November 17, 16","-0.00127"
"2016-11-18","109.72","110.54","109.66","110.06","105.45","28428900","28428900","-0.34","-0.31","110.08667","November 18, 16","-0.0031"
